source,target,weight
Intel (United States),University of Southern California,2.0
Intel (United States),Sorbonne Université,2.0
Intel (United States),German Center for Neurodegenerative Diseases,2.0
Intel (United States),Universitätsmedizin Greifswald,2.0
Intel (United States),"University of California, San Francisco",2.0
Intel (United States),National Institute on Aging,6.0
Intel (United States),Washington University in St. Louis,2.0
Intel (United States),University of Michigan–Ann Arbor,2.0
Intel (United States),University of Washington,2.0
Intel (United States),Wake Forest University,2.0
Intel (United States),Commonwealth Scientific and Industrial Research Organisation,2.0
Intel (United States),University of Wisconsin–Madison,10.0
Intel (United States),Johns Hopkins Medicine,2.0
Intel (United States),The University of Texas Health Science Center at San Antonio,2.0
Intel (United States),Indian Institute of Science Bangalore,8.0
Intel (United States),Intel (India),4.0
Intel (United States),Ewha Womans University,8.0
Intel (United States),Delft University of Technology,4.0
Intel (United States),CentraleSupélec,2.0
Intel (United States),"University of California, Davis",6.0
Intel (United States),Intel (Israel),10.0
Intel (United States),Ben-Gurion University of the Negev,4.0
Intel (United States),National Institute of Standards and Technology,16.0
Intel (United States),National Technical University of Athens,12.0
Intel (United States),Arizona State University,6.0
Catalan Society of Family and Community Medicine,Municipal Institute for Medical Research,8.0
Catalan Society of Family and Community Medicine,Hospital del Mar Research Institute,4.0
Catalan Society of Family and Community Medicine,Centro de Investigación Biomédica en Red de Epidemiología y Salud Pública,16.0
Catalan Society of Family and Community Medicine,Hospital Del Mar,16.0
Catalan Society of Family and Community Medicine,Corporació Sanitària Parc Taulí,4.0
Catalan Society of Family and Community Medicine,Universitat de Barcelona,4.0
Catalan Society of Family and Community Medicine,Parc de Salut,4.0
Catalan Society of Family and Community Medicine,Institut Català de la Salut,4.0
Catalan Society of Family and Community Medicine,University of Oslo,4.0
Catalan Society of Family and Community Medicine,Prevention Institute,4.0
Catalan Society of Family and Community Medicine,Harvard University,4.0
Catalan Society of Family and Community Medicine,Universitat Autònoma de Barcelona,4.0
Cooper University Hospital,Case Western Reserve University,4.0
Cooper University Hospital,University Hospitals of Cleveland,4.0
Cooper University Hospital,MetroHealth,12.0
Cooper University Hospital,Crozer-Keystone Health System,12.0
Cooper University Hospital,Reading Hospital,12.0
Cooper University Hospital,Island Hospital,12.0
Cooper University Hospital,Conemaugh Health System,12.0
Cooper University Hospital,St. Vincent Hospital,12.0
Cooper University Hospital,WakeMed,12.0
Cooper University Hospital,CHI Health Creighton University Medical Center - Bergan Mercy,12.0
Cooper University Hospital,Yale University,12.0
Cooper University Hospital,Spartanburg Regional Medical Center,12.0
Cooper University Hospital,Grant Medical Center,12.0
Cooper University Hospital,Loma Linda University Medical Center,4.0
Cooper University Hospital,Loma Linda University,8.0
Cooper University Hospital,Ascension Via Christi,8.0
Cooper University Hospital,Essentia Health,8.0
Cooper University Hospital,"University of California, Irvine Medical Center",8.0
Cooper University Hospital,San Francisco General Hospital,8.0
Govind Ballabh Pant Hospital,Maulana Azad Medical College,34.0
Govind Ballabh Pant Hospital,NorthShore University HealthSystem,10.0
Govind Ballabh Pant Hospital,University of North Carolina at Chapel Hill,20.0
Govind Ballabh Pant Hospital,BLK Super Speciality Hospital,10.0
Govind Ballabh Pant Hospital,All India Institute of Medical Sciences,20.0
Govind Ballabh Pant Hospital,Harvard University,10.0
Govind Ballabh Pant Hospital,Indraprastha Institute of Information Technology Delhi,34.0
Govind Ballabh Pant Hospital,ESIC Hospital,24.0
Govind Ballabh Pant Hospital,Institute of Post Graduate Medical Education and Research,24.0
Centre de recherche Inria Lille - Nord Europe,Université de Lille,4.0
Centre de recherche Inria Lille - Nord Europe,University of Padua,8.0
Centre de recherche Inria Lille - Nord Europe,Télécom Paris,6.0
Centre de recherche Inria Lille - Nord Europe,Qualcomm (United States),4.0
Centre de recherche Inria Lille - Nord Europe,Thales (France),2.0
Povisa Hospital,Galicia Sur Biomedical Foundation,18.0
Povisa Hospital,Hospital Clínic de Barcelona,2.0
Povisa Hospital,Central University Hospital of Asturias,2.0
Povisa Hospital,Complejo Hospitalario Universitario de Albacete,4.0
Fraunhofer Institute for Material and Beam Technology,Universität Ulm,8.0
Fraunhofer Institute for Material and Beam Technology,Robert Bosch (Germany),8.0
Fraunhofer Institute for Material and Beam Technology,Reutlingen University,4.0
Korea Electrotechnology Research Institute,Korea Advanced Institute of Science and Technology,4.0
Korea Electrotechnology Research Institute,LG (United States),4.0
Korea Electrotechnology Research Institute,Changwon National University,8.0
Sony (France),Sapienza University of Rome,6.0
Sony (France),École Polytechnique Fédérale de Lausanne,2.0
Sony (France),Complexity Science Hub Vienna,2.0
Universidad Autónoma de Chile,University of Chile,8.0
Universidad Autónoma de Chile,Administración Nacional de Laboratorios e Institutos de Salud,16.0
Universidad Autónoma de Chile,University of Talca,2.0
Universidad Autónoma de Chile,"Hospital de Clínicas ""José de San Martín""",4.0
Universidad Autónoma de Chile,Universidad de Granada,4.0
Universidad Autónoma de Chile,University of Alicante,2.0
Universidad Autónoma de Chile,Universidad de Ciencias Médicas de la Habana,4.0
Cheongju University,Silla University,2.0
Cheongju University,Pusan National University Hospital,4.0
Cheongju University,Yong-in Songdam College,2.0
Cheongju University,Korea University,8.0
Cheongju University,Soonchunhyang University,6.0
Veracyte (United States),"University of California, San Francisco",16.0
Veracyte (United States),Massachusetts General Hospital,16.0
Astellas Pharma (Japan),The University of Tokyo,4.0
Astellas Pharma (Japan),Janssen (Belgium),8.0
Astellas Pharma (Japan),AstraZeneca (United Kingdom),4.0
Astellas Pharma (Japan),Bayer (Germany),20.0
Astellas Pharma (Japan),Novartis (Switzerland),20.0
Astellas Pharma (Japan),Merck (Germany),12.0
Astellas Pharma (Japan),Amgen (Germany),8.0
Astellas Pharma (Japan),Boehringer Ingelheim (Germany),8.0
Astellas Pharma (Japan),KU Leuven,20.0
Astellas Pharma (Japan),Institut des Hautes Études Scientifiques,8.0
Astellas Pharma (Japan),GlaxoSmithKline (United Kingdom),28.0
Astellas Pharma (Japan),Budapest University of Technology and Economics,12.0
Astellas Pharma (Japan),Amgen (United States),4.0
Astellas Pharma (Japan),AstraZeneca (Sweden),4.0
Kedge Business School,Université de Bordeaux,4.0
Kedge Business School,Tunis University,2.0
Kedge Business School,Indian Institute of Management Rohtak,4.0
Kedge Business School,University of North Florida,2.0
Kedge Business School,Institut des Hautes Études de Management,2.0
Kedge Business School,Universidad de Burgos,6.0
German Center for Infection Research,Medizinische Hochschule Hannover,10.0
German Center for Infection Research,Centre for Individualised Infection Medicine,2.0
German Center for Infection Research,Chang Gung Memorial Hospital,6.0
German Center for Infection Research,Helmholtz Centre for Infection Research,6.0
German Center for Infection Research,Abivax (France),2.0
German Center for Infection Research,Center for Experimental and Clinical Infection Research,2.0
German Center for Infection Research,Philipps University of Marburg,12.0
German Center for Infection Research,University of Giessen,18.0
German Center for Infection Research,LMU Klinikum,16.0
German Center for Infection Research,Ludwig-Maximilians-Universität München,12.0
German Center for Infection Research,University Medical Center of the Johannes Gutenberg University Mainz,6.0
German Center for Infection Research,Cornell University,10.0
German Center for Infection Research,Intellectual Ventures (United States),2.0
German Center for Infection Research,Hanoi Lung Hospital,2.0
German Center for Infection Research,De La Salle University – Dasmariñas,2.0
German Center for Infection Research,"University of California, San Francisco",4.0
Instytut Hematologii i Transfuzjologi,Jagiellonian University,32.0
Instytut Hematologii i Transfuzjologi,Medical University of Warsaw,8.0
Research Center of Neurology,Bauman Moscow State Technical University,24.0
Institut Pluridisciplinaire Hubert Curien,Institute of Physics,2.0
Institut Pluridisciplinaire Hubert Curien,Polish Academy of Sciences,2.0
Institut Pluridisciplinaire Hubert Curien,"Czech Academy of Sciences, Nuclear Physics Institute",4.0
Institut Pluridisciplinaire Hubert Curien,Goethe University Frankfurt,4.0
Institut Pluridisciplinaire Hubert Curien,European Organization for Nuclear Research,52.0
Institut Pluridisciplinaire Hubert Curien,Polytechnic University of Turin,4.0
Institut Pluridisciplinaire Hubert Curien,INFN Sezione di Bologna,20.0
Institut Pluridisciplinaire Hubert Curien,Variable Energy Cyclotron Centre,4.0
Institut Pluridisciplinaire Hubert Curien,Aligarh Muslim University,20.0
Institut Pluridisciplinaire Hubert Curien,Korea Institute of Science & Technology Information,4.0
Institut Pluridisciplinaire Hubert Curien,University of Pavol Jozef Šafárik,24.0
Institut Pluridisciplinaire Hubert Curien,GSI Helmholtz Centre for Heavy Ion Research,16.0
Institut Pluridisciplinaire Hubert Curien,INFN Sezione di Torino,20.0
Institut Pluridisciplinaire Hubert Curien,Central China Normal University,8.0
Institut Pluridisciplinaire Hubert Curien,Universidad Nacional Autónoma de México,48.0
Institut Pluridisciplinaire Hubert Curien,University of Houston,52.0
Institut Pluridisciplinaire Hubert Curien,Laboratoire de Physique Subatomique et des Technologies Associées,4.0
Institut Pluridisciplinaire Hubert Curien,Laboratoire de Physique Subatomique et de Cosmologie,4.0
Institut Pluridisciplinaire Hubert Curien,Institut de Recherche sur les Lois Fondamentales de l'Univers,4.0
Institut Pluridisciplinaire Hubert Curien,IMT Atlantique,4.0
Laboratoire Spécification et Vérification,École Centrale d'Électronique,2.0
Central China Normal University,École Normale Supérieure - PSL,2.0
Central China Normal University,Humboldt-Universität zu Berlin,4.0
Central China Normal University,Southwestern University of Finance and Economics,2.0
Central China Normal University,University of Glasgow,6.0
Central China Normal University,Wuhan National Laboratory for Optoelectronics,6.0
Central China Normal University,Huanghuai University,2.0
Central China Normal University,University College Dublin,26.0
Central China Normal University,Wuhan University,4.0
Central China Normal University,State Key Laboratory of Information Engineering in Surveying Mapping and Remote Sensing,2.0
Central China Normal University,China University of Geosciences,4.0
Central China Normal University,Huazhong Agricultural University,16.0
Central China Normal University,The University of Texas at Austin,2.0
Central China Normal University,Hubei University,8.0
Central China Normal University,Sichuan Normal University,24.0
Central China Normal University,Henan University,16.0
Central China Normal University,University of Memphis,16.0
Central China Normal University,University of North Texas,8.0
Central China Normal University,Universiti Sains Malaysia,6.0
Central China Normal University,Universiti Tenaga Nasional,2.0
Central China Normal University,Huazhong University of Science and Technology,16.0
Central China Normal University,Tampere University,2.0
Central China Normal University,University of Florida,2.0
Central China Normal University,Texas Tech University,2.0
Central China Normal University,East China Normal University,2.0
Central China Normal University,Beijing University of Technology,4.0
Central China Normal University,Chinese Academy of Sciences,2.0
Central China Normal University,Temple College,2.0
Central China Normal University,University of South Carolina,8.0
Central China Normal University,Hubei University of Science and Technology,10.0
Central China Normal University,Wuhan Textile University,2.0
Central China Normal University,Wuchang University of Technology,8.0
Central China Normal University,"Institute of Psychology, Chinese Academy of Sciences",8.0
Central China Normal University,"Chinese University of Hong Kong, Shenzhen",2.0
Central China Normal University,Frankfurt Institute for Advanced Studies,2.0
Central China Normal University,Tsinghua University,2.0
Central China Normal University,Ministry of Natural Resources,4.0
Central China Normal University,"Czech Academy of Sciences, Nuclear Physics Institute",4.0
Central China Normal University,Goethe University Frankfurt,4.0
Central China Normal University,European Organization for Nuclear Research,52.0
Central China Normal University,Polytechnic University of Turin,4.0
Central China Normal University,INFN Sezione di Bologna,20.0
Central China Normal University,Variable Energy Cyclotron Centre,4.0
Central China Normal University,Aligarh Muslim University,20.0
Central China Normal University,Korea Institute of Science & Technology Information,4.0
Central China Normal University,University of Pavol Jozef Šafárik,24.0
Central China Normal University,GSI Helmholtz Centre for Heavy Ion Research,16.0
Central China Normal University,INFN Sezione di Torino,20.0
Central China Normal University,Universidad Nacional Autónoma de México,48.0
Central China Normal University,University of Houston,52.0
Central China Normal University,Laboratoire de Physique Subatomique et des Technologies Associées,4.0
Central China Normal University,Laboratoire de Physique Subatomique et de Cosmologie,4.0
Central China Normal University,Institut de Recherche sur les Lois Fondamentales de l'Univers,4.0
Central China Normal University,IMT Atlantique,4.0
Central China Normal University,Institut Pluridisciplinaire Hubert Curien,8.0
Central China Normal University,Ministry of Education of the People's Republic of China,10.0
Central China Normal University,Northwest A&F University,2.0
Central China Normal University,Ministry of Water Resources and Irrigation,2.0
Central China Normal University,Ministry of Water Resources of the People's Republic of China,2.0
Central China Normal University,University of Western Australia,2.0
Central China Normal University,Institute of Soil and Water Conservation,2.0
Central China Normal University,Clemson University,12.0
Carbon180,University of Pittsburgh,6.0
Carbon180,National Energy Technology Laboratory,4.0
University of Augsburg,University of Kassel,4.0
University of Augsburg,Shenzhen University,14.0
University of Augsburg,Japan Graduate School of Education University,12.0
University of Augsburg,Carnegie Mellon University,12.0
University of Augsburg,Wenzhou Medical University,6.0
University of Augsburg,University of Nottingham,12.0
University of Augsburg,The University of Tokyo,4.0
University of Augsburg,National Kaohsiung University of Science and Technology,2.0
University of Augsburg,Imperial College London,52.0
University of Augsburg,University of St Andrews,2.0
University of Augsburg,Max Planck Institute for Solid State Research,2.0
University of Augsburg,Academy of Sciences of Moldova,2.0
University of Augsburg,Tianjin Normal University,8.0
University of Augsburg,Fairfield University,4.0
University of Augsburg,TU Dresden,24.0
University of Augsburg,Max Planck Institute for Biogeochemistry,8.0
University of Augsburg,Ghent University,8.0
University of Augsburg,Institut für Automation und Kommunikation,4.0
University of Augsburg,Fraunhofer Institute for Production Systems and Design Technology,12.0
University of Augsburg,Fraunhofer Institute for Open Communication Systems,4.0
University of Augsburg,Endress Hauser Messtechnik (Germany),4.0
University of Augsburg,Deutsches Zentrum für Luft- und Raumfahrt e. V. (DLR),28.0
University of Augsburg,University of Applied Sciences for Media Communication and Business,4.0
University of Augsburg,Institute for Experimental Psychophysiology (Germany),4.0
University of Augsburg,King's College London,6.0
University of Augsburg,University Hospital Augsburg,6.0
University of Augsburg,Karlsruhe Institute of Technology,16.0
University of Augsburg,Helmholtz Centre for Environmental Research,16.0
University of Augsburg,University of Leeds,12.0
University of Augsburg,Charité - Universitätsmedizin Berlin,10.0
University of Augsburg,Humboldt-Universität zu Berlin,6.0
University of Augsburg,Klinikum rechts der Isar,6.0
University of Augsburg,Institute of Applied Ecology,6.0
University of Augsburg,University of Tennessee at Knoxville,2.0
University of Augsburg,Friedrich-Alexander-Universität Erlangen-Nürnberg,14.0
University of Augsburg,University of Cambridge,112.0
University of Augsburg,University of Southampton,14.0
University of Augsburg,University of Zagreb,2.0
University of Augsburg,Universitat de València,2.0
ATA Engineering (United States),Abdelmalek Essaâdi University,4.0
Yeshiva University,Universidade de São Paulo,16.0
Yeshiva University,Sheba Medical Center,4.0
Yeshiva University,Immunosciences Lab (United States),2.0
Yeshiva University,NYU Langone Health,2.0
Yeshiva University,Clinical Research Center Kiel,4.0
Yeshiva University,Haraldsplass Diakonale Sykehus,2.0
Yeshiva University,Gesellschaft für Klinische Forschung,8.0
Yeshiva University,University of Washington,2.0
Yeshiva University,Tel Aviv University,4.0
Yeshiva University,Humboldt-Universität zu Berlin,2.0
Yeshiva University,Max Delbrück Center,2.0
Yeshiva University,Arthritis Foundation,2.0
Yeshiva University,George Washington University,2.0
Yeshiva University,Maimonides Medical Center,2.0
Yeshiva University,Johns Hopkins University,2.0
Yeshiva University,Ariel University,2.0
European Telecommunications Satellite Organization,Centre Tecnologic de Telecomunicacions de Catalunya,4.0
European Telecommunications Satellite Organization,Reply (Italy),4.0
European Telecommunications Satellite Organization,European Centre for Space Applications and Telecommunications,2.0
European Telecommunications Satellite Organization,GMV Innovating Solutions (Spain),2.0
BioElectronics (United States),University of Melbourne,12.0
BioElectronics (United States),St Vincent's Hospital,16.0
BioElectronics (United States),King's College London,8.0
Palacký University Olomouc,University of Wrocław,6.0
Collaborative Innovation Center of Advanced Microstructures,China Academy of Engineering Physics,16.0
Collaborative Innovation Center of Advanced Microstructures,Nanjing University,148.0
Collaborative Innovation Center of Advanced Microstructures,Fudan University,6.0
Collaborative Innovation Center of Advanced Microstructures,Suzhou Research Institute,20.0
Collaborative Innovation Center of Advanced Microstructures,Tsinghua University,200.0
Collaborative Innovation Center of Advanced Microstructures,Hong Kong Polytechnic University,120.0
Collaborative Innovation Center of Advanced Microstructures,Jiangsu University,8.0
Collaborative Innovation Center of Advanced Microstructures,Imperial College London,4.0
Collaborative Innovation Center of Advanced Microstructures,University of Pennsylvania,4.0
Collaborative Innovation Center of Advanced Microstructures,University of Surrey,4.0
Collaborative Innovation Center of Advanced Microstructures,University of South Carolina,4.0
Collaborative Innovation Center of Advanced Microstructures,"China University of Petroleum, East China",2.0
Collaborative Innovation Center of Advanced Microstructures,Institut de Ciència de Materials de Barcelona,2.0
Sichuan Mianyang 404 Hospital,Alsalam University College,2.0
Sichuan Mianyang 404 Hospital,University of Hafr Al-Batin,2.0
Sichuan Mianyang 404 Hospital,University of Tabuk,2.0
Sichuan Mianyang 404 Hospital,University of Ahl al-Bayt,2.0
Sichuan Mianyang 404 Hospital,Al-Nisour University College,4.0
Sichuan Mianyang 404 Hospital,Iraqi University,2.0
Sichuan Mianyang 404 Hospital,Prince Sattam Bin Abdulaziz University,2.0
Software Technology and Applications Competence Center,Tartu Art College,2.0
Software Technology and Applications Competence Center,University of Tartu,2.0
Software Technology and Applications Competence Center,Estonian National Museum,2.0
Software Technology and Applications Competence Center,Competence Centre on Health Technologies (Estonia),2.0
Affiliated Hospital of Zunyi Medical College,Shanghai Pulmonary Hospital,12.0
Affiliated Hospital of Zunyi Medical College,Soochow University,2.0
Affiliated Hospital of Zunyi Medical College,Tongji University,4.0
Know Center Research GmbH (Germany),Graz University of Technology,12.0
Know Center Research GmbH (Germany),GESIS - Leibniz-Institute for the Social Sciences,6.0
Know Center Research GmbH (Germany),Constructor University,8.0
Know Center Research GmbH (Germany),Tel Aviv University,8.0
Know Center Research GmbH (Germany),Observatoire de la Côte d’Azur,4.0
Know Center Research GmbH (Germany),University of Manchester,8.0
Hanoi University,National Yang Ming Chiao Tung University,2.0
Hanoi University,Vietnam Posts and Telecommunications Group (Vietnam),2.0
Hanoi University,Hanoi University of Science and Technology,18.0
Hanoi University,Pennsylvania State University,6.0
Hanoi University,National University of Civil Engineering,8.0
Hanoi University,University of Salford,8.0
Hanoi University,Bangor University,8.0
Hanoi University,Phenikaa University,8.0
Hanoi University,Vrije Universiteit Brussel,8.0
Hanoi University,Le Quy Don Technical University,2.0
Hanoi University,Oxford University Clinical Research Unit,2.0
Hanoi University,Kyoto University,2.0
Hanoi University,Vietnam Military Medical University,2.0
Baba Ghulam Shah Badshah University,Government Medical College,8.0
Baba Ghulam Shah Badshah University,Lovely Professional University,6.0
Baba Ghulam Shah Badshah University,Shri Mata Vaishno Devi University,8.0
Baba Ghulam Shah Badshah University,Dongguk University,8.0
Baba Ghulam Shah Badshah University,Saudi Electronic University,8.0
Baba Ghulam Shah Badshah University,Norwegian University of Science and Technology,8.0
Baba Ghulam Shah Badshah University,Linnaeus University,8.0
Baba Ghulam Shah Badshah University,Woxsen School of Business,2.0
Baba Ghulam Shah Badshah University,Galgotias University,2.0
Baba Ghulam Shah Badshah University,Harvard University,2.0
Baba Ghulam Shah Badshah University,University of Tennessee at Chattanooga,2.0
National Yang Ming Chiao Tung University,Nanyang Technological University,6.0
National Yang Ming Chiao Tung University,Sungkyunkwan University,2.0
National Yang Ming Chiao Tung University,National Taiwan Ocean University,12.0
National Yang Ming Chiao Tung University,Institute for Biotechnology and Medicine Industry,2.0
National Yang Ming Chiao Tung University,Feng Chia University,28.0
National Yang Ming Chiao Tung University,Taipei Medical University,28.0
National Yang Ming Chiao Tung University,Tianjin University,8.0
National Yang Ming Chiao Tung University,Tianjin University of Technology,2.0
National Yang Ming Chiao Tung University,Yunnan University,8.0
National Yang Ming Chiao Tung University,National Defense University,4.0
National Yang Ming Chiao Tung University,University of Houston,4.0
National Yang Ming Chiao Tung University,National Taipei University of Technology,14.0
National Yang Ming Chiao Tung University,Taipei Veterans General Hospital,246.0
National Yang Ming Chiao Tung University,Michigan State University,20.0
National Yang Ming Chiao Tung University,MediaTek (Taiwan),28.0
National Yang Ming Chiao Tung University,Taipei Medical University Hospital,18.0
National Yang Ming Chiao Tung University,Massachusetts Institute of Technology,4.0
National Yang Ming Chiao Tung University,National Taiwan University,26.0
National Yang Ming Chiao Tung University,Philips (China),26.0
National Yang Ming Chiao Tung University,National Taipei University,6.0
National Yang Ming Chiao Tung University,Houston Methodist,2.0
National Yang Ming Chiao Tung University,Washington State University,2.0
National Yang Ming Chiao Tung University,Hong Kong Baptist University,2.0
National Yang Ming Chiao Tung University,"Research Center for Information Technology Innovation, Academia Sinica",54.0
National Yang Ming Chiao Tung University,Taichung Veterans General Hospital,10.0
National Yang Ming Chiao Tung University,Minghsin University of Science and Technology,6.0
National Yang Ming Chiao Tung University,IBM (Spain),2.0
National Yang Ming Chiao Tung University,China Medical University Hospital,14.0
National Yang Ming Chiao Tung University,China Medical University,20.0
National Yang Ming Chiao Tung University,National Taiwan University Hospital,16.0
National Yang Ming Chiao Tung University,ITRI International,12.0
National Yang Ming Chiao Tung University,Acer (Taiwan),36.0
National Yang Ming Chiao Tung University,"Institute of Biomedical Sciences, Academia Sinica",14.0
National Yang Ming Chiao Tung University,Kaohsiung Medical University,18.0
National Yang Ming Chiao Tung University,Kyoto University,8.0
National Yang Ming Chiao Tung University,Mackay Medical College,8.0
National Yang Ming Chiao Tung University,National Chung Cheng University,32.0
National Yang Ming Chiao Tung University,National Taiwan University of Science and Technology,20.0
National Yang Ming Chiao Tung University,Ghent University,20.0
National Yang Ming Chiao Tung University,Beijing University of Technology,10.0
National Yang Ming Chiao Tung University,Chang Gung University,10.0
National Yang Ming Chiao Tung University,Pennsylvania State University,2.0
National Yang Ming Chiao Tung University,Beijing Information Science & Technology University,2.0
National Yang Ming Chiao Tung University,University of Hong Kong,2.0
National Yang Ming Chiao Tung University,Ming Chi University of Technology,4.0
National Yang Ming Chiao Tung University,National Cheng Kung University,4.0
National Yang Ming Chiao Tung University,National Taipei University of Nursing and Health Science,4.0
National Yang Ming Chiao Tung University,University of Manchester,2.0
National Yang Ming Chiao Tung University,National Defense Medical Center,12.0
National Yang Ming Chiao Tung University,Tzu Chi University,6.0
National Yang Ming Chiao Tung University,Yango University,6.0
National Yang Ming Chiao Tung University,Chunghwa Telecom (Taiwan),20.0
National Yang Ming Chiao Tung University,Foxconn (Taiwan),14.0
National Yang Ming Chiao Tung University,University of Lausanne,2.0
National Yang Ming Chiao Tung University,Georgia Southern University,2.0
National Yang Ming Chiao Tung University,Beijing Institute of Technology,2.0
National Yang Ming Chiao Tung University,National Health Research Institutes,10.0
National Yang Ming Chiao Tung University,Dire Dawa University,4.0
National Yang Ming Chiao Tung University,"Institute of Information Science, Academia Sinica",2.0
National Yang Ming Chiao Tung University,National Central University,38.0
National Yang Ming Chiao Tung University,"Institute of Earth Sciences, Academia Sinica",2.0
National Yang Ming Chiao Tung University,Zapata (United States),2.0
National Yang Ming Chiao Tung University,Canadian Institute for Advanced Research,2.0
National Yang Ming Chiao Tung University,ORCID,6.0
National Yang Ming Chiao Tung University,Global Unichip (Taiwan),12.0
National Yang Ming Chiao Tung University,Adama Science and Technology University,2.0
National Yang Ming Chiao Tung University,Linkou Chang Gung Memorial Hospital,6.0
National Yang Ming Chiao Tung University,National University of Tainan,12.0
National Yang Ming Chiao Tung University,National Ilan University,12.0
National Yang Ming Chiao Tung University,New York University,6.0
National Yang Ming Chiao Tung University,Hanoi University,2.0
National Yang Ming Chiao Tung University,Vietnam Posts and Telecommunications Group (Vietnam),2.0
National Yang Ming Chiao Tung University,École Polytechnique Fédérale de Lausanne,2.0
National Yang Ming Chiao Tung University,Vietnam Military Medical University,2.0
National Yang Ming Chiao Tung University,Pham Ngoc Thach University of Medicine,2.0
National Yang Ming Chiao Tung University,National Chung Hsing University,2.0
National Yang Ming Chiao Tung University,Industrial Technology Research Institute,4.0
National Yang Ming Chiao Tung University,University of Illinois Urbana-Champaign,2.0
National Yang Ming Chiao Tung University,Asia University,4.0
National Yang Ming Chiao Tung University,Liaoning Technical University,12.0
National Yang Ming Chiao Tung University,Wuhan University,6.0
National Yang Ming Chiao Tung University,Anhui University of Science and Technology,6.0
National Yang Ming Chiao Tung University,Yuan Ze University,8.0
National Yang Ming Chiao Tung University,Can Tho University,10.0
National Yang Ming Chiao Tung University,Old Dominion University,20.0
National Yang Ming Chiao Tung University,National Center for High-Performance Computing,10.0
Academy of Sciences of Moldova,University of St Andrews,2.0
Academy of Sciences of Moldova,Max Planck Institute for Solid State Research,2.0
Academy of Sciences of Moldova,University of Augsburg,2.0
St. Paul's Hospital Millennium Medical College,Addis Ababa Science and Technology University,4.0
St. Paul's Hospital Millennium Medical College,Debre Berhan University,2.0
St. Paul's Hospital Millennium Medical College,Bahir Dar University,2.0
St. Paul's Hospital Millennium Medical College,University of KwaZulu-Natal,6.0
Laguna Research,Vanke (China),4.0
Max Planck Institute for Research on Collective Goods,ETH Zurich,6.0
Max Planck Institute for Research on Collective Goods,Institute of Law,2.0
Max Planck Institute for Research on Collective Goods,Institut national de recherche en informatique et en automatique,2.0
Max Planck Institute for Research on Collective Goods,Max Planck Institute for Software Systems,2.0
Fundación Instituto Leloir,Universidad de Los Andes,2.0
Fundación Instituto Leloir,Fundação Oswaldo Cruz,2.0
Fundación Instituto Leloir,National University of General San Martín,2.0
Fundación Instituto Leloir,Consejo Nacional de Investigaciones Científicas y Técnicas,2.0
Fundación Instituto Leloir,National University of Quilmes,2.0
Barber Institute of Fine Arts,University of Glasgow,8.0
Barber Institute of Fine Arts,University of Birmingham,8.0
Barber Institute of Fine Arts,Copenhagen University Hospital,8.0
Barber Institute of Fine Arts,Institute of Mental Health,2.0
Barber Institute of Fine Arts,University of Warwick,4.0
Barber Institute of Fine Arts,University of Cambridge,2.0
Barber Institute of Fine Arts,University of Sussex,2.0
Barber Institute of Fine Arts,University of Chester,2.0
Barber Institute of Fine Arts,MRC Clinical Trials Unit at UCL,2.0
Barber Institute of Fine Arts,University of Edinburgh,2.0
Pharmidex (United Kingdom),Silesian Center for Heart Disease,4.0
Pharmidex (United Kingdom),Medical University of Silesia,4.0
Pharmidex (United Kingdom),AGH University of Krakow,4.0
Pharmidex (United Kingdom),National University of Singapore,4.0
Pharmidex (United Kingdom),Royal Brompton Hospital,4.0
John Muir Health,Boston University,14.0
John Muir Health,Santa Clara Valley Medical Center,6.0
John Muir Health,University of Wisconsin–Madison,2.0
Dominion (United States),Old Dominion University,6.0
Universidad Técnica de Manabí,Universidade Federal do Rio Grande do Sul,16.0
Universidad Técnica de Manabí,Hospital de Clínicas de Porto Alegre,4.0
Universidad Técnica de Manabí,University of Fribourg,16.0
Universidad Técnica de Manabí,Lucerne University of Applied Sciences and Arts,8.0
Universidad Técnica de Manabí,Central University of Venezuela,4.0
Universidad Técnica de Manabí,Escuela Superior Politécnica Agropecuaria de Manabí Manuel Félix López,4.0
Universidad Técnica de Manabí,Universidad Técnica Estatal de Quevedo,2.0
Universidad Técnica de Manabí,Universidad Estatal del Sur de Manabi,2.0
Universidad Técnica de Manabí,Universidad Regional Amazónica IKIAM,8.0
Science Museum of Minnesota,Poznań University of Technology,32.0
"Institute of Geography and Spatial Organization, Polish Academy of Sciences",Adam Mickiewicz University in Poznań,6.0
Hospital General Universitario de Elche,National University of Distance Education,64.0
Hospital General Universitario de Elche,Hospital Universitario 12 De Octubre,416.0
Hospital General Universitario de Elche,Instituto de Salud Carlos III,32.0
Hospital General Universitario de Elche,Hospital General Universitario de Alicante Doctor Balmis,416.0
Hospital General Universitario de Elche,Hospital Universitario de Canarias,256.0
Hospital General Universitario de Elche,Central University Hospital of Asturias,96.0
Hospital General Universitario de Elche,Biogipuzkoa Health Research Institute,384.0
Hospital General Universitario de Elche,Hospital Universitari Germans Trias i Pujol,96.0
Hospital General Universitario de Elche,Hospital General Universitario Gregorio Marañón,384.0
Hospital General Universitario de Elche,Hospital Universitari Joan XXIII de Tarragona,416.0
Hospital General Universitario de Elche,Hospital Universitari i Politècnic La Fe,128.0
IMT Mines Alès,Czech Technical University in Prague,6.0
