source,target,weight
Geography; Urban and Regional Planning,Geography & the Environment,2.0
Geography; Urban and Regional Planning,Urban & Regional Planning,2.0
Geography; Urban and Regional Planning,Urban & Regional Planning; Environmental Science and Management,2.0
Geography; Urban and Regional Planning,Geography,2.0
Geography; Urban and Regional Planning,Geography & Environment,2.0
Geography; Urban and Regional Planning,Computer Science Engineering and Information Systems,2.0
Geography; Urban and Regional Planning,Urban and Regional Planning,2.0
Geography; Urban and Regional Planning,Geosciences,2.0
Business Administration and Marketing,Engineering,8.0
Business Administration and Marketing,Information Systems,4.0
Business Administration and Marketing,Public Health,4.0
"Strategic Planning, Financial Reporting, and Investor Relations",Sustainable Energy and Economic Development,2.0
"Strategic Planning, Financial Reporting, and Investor Relations",Economics and Finance,2.0
"Strategic Planning, Financial Reporting, and Investor Relations",Economics,2.0
"Strategic Planning, Financial Reporting, and Investor Relations",Statistics,2.0
"Strategic Planning, Financial Reporting, and Investor Relations",Customer Experience,2.0
Global Monitoring Laboratory,"Aerosol Science and Engineering, Energy, Environmental and Chemical Engineering",8.0
Global Monitoring Laboratory,Earth and Environmental Sciences,8.0
Global Monitoring Laboratory,"Aerosol Science and Engineering, Environmental and Chemical Engineering",8.0
Environmental Protection Science,Marine Science and Engineering,6.0
Environmental Protection Science,Ocean Environment Dynamics,10.0
Environmental Protection Science,Ecological Environment,4.0
Environmental Protection Science,Ecology and Environment,4.0
Environmental Protection Science,Earth System Science Data,4.0
Environmental Protection Science,Lake Science and Environment,22.0
Environmental Protection Science,Earth Sciences,2.0
Environmental Protection Science,Civil and Environmental Engineering,2.0
Environmental Protection Science,Tourism and Urban & Rural Planning,2.0
Environmental Protection Science,Bioscience,2.0
Optical Astronomy,Mathematical Sciences,6.0
Optical Astronomy,Computer Science,10.0
Optical Astronomy,Astronomy,6.0
Optical Astronomy,Astronomy and Astrophysics,4.0
Optical Astronomy,Gravitational Wave Discovery,10.0
Optical Astronomy,Astrophysics and Supercomputing,12.0
Optical Astronomy,Astrophysics,2.0
Optical Astronomy,"Physics, Mathematics and Astronomy",4.0
Optical Astronomy,Astronomy and Space Sciences,4.0
Optical Astronomy,Radio Astronomy,2.0
Optical Astronomy,Cosmology and Particle Physics,2.0
Optical Astronomy,Astronomy and Space Science,72.0
Optical Astronomy,"Physics, Astronomy and Mathematics",12.0
ICT & Society,Advanced Technology,4.0
ICT & Society,Engineering,2.0
ICT & Society,e-Health and IoT Research Center,2.0
Network & Computation,Computer Science and Technology,6.0
Soil Survey & Land Use Planning,Food Engineering,6.0
Soil Survey & Land Use Planning,Experimental Statistics,2.0
Soil Survey & Land Use Planning,Earth and Atmospheric Sciences,2.0
Soil Survey & Land Use Planning,Plant Nutrition,4.0
Soil Survey & Land Use Planning,Agronomy,2.0
Soil Survey & Land Use Planning,Soil and Environment Sciences,2.0
Soil Survey & Land Use Planning,Soil Science and Plant Nutrition,2.0
Soil Survey & Land Use Planning,Agriculture and Environment,2.0
Soil Survey & Land Use Planning,Soil Science,2.0
Soil Survey & Land Use Planning,Genetics and Agricultural Biotechnology,2.0
Soil Survey & Land Use Planning,Pedology,2.0
Soil Survey & Land Use Planning,Land Evaluation,6.0
Soil Survey & Land Use Planning,Forestry,2.0
Soil Survey & Land Use Planning,Agricultural Research,18.0
Soil Survey & Land Use Planning,Agricultural Science,12.0
Soil Survey & Land Use Planning,Fisheries Education,6.0
Information Science and Knowledge Studies,Management,2.0
Information Science and Knowledge Studies,Information Technology Management,2.0
Information Science and Knowledge Studies,Business,2.0
Computer Operations,Computer Science,4.0
Biophysics and Biophysical Chemistry,Biology,4.0
Biophysics and Biophysical Chemistry,Physiology,12.0
Biophysics and Biophysical Chemistry,Biochemistry and Molecular Biophysics,4.0
Biophysics and Biophysical Chemistry,Biophysics,4.0
Biophysics and Biophysical Chemistry,Cell and Developmental Biology,4.0
Biophysics and Biophysical Chemistry,Biochemistry and Molecular Biology,14.0
Molecular and Medical Biotechnology,Organic Electronics and Information Displays,42.0
Molecular and Medical Biotechnology,Biophysics,6.0
Geological Survey and Evaluation,Computer Science,24.0
Geological Survey and Evaluation,Survey,8.0
Atmospheric & Environmental Sciences,Land Surveying and Geo-Informatics,4.0
Atmospheric & Environmental Sciences,Global Studies,2.0
Applied Photophysics and Photonic Materials,Bioelectronic Interfaces,4.0
Applied Photophysics and Photonic Materials,Organic Electronics,8.0
Applied Photophysics and Photonic Materials,Polymer Research,4.0
Computer Science and Engineering (Data Science),Food Science and Agri-Food Industry,2.0
Computer Science and Engineering (Data Science),Wireless Communication,2.0
Computer Science and Engineering (Data Science),Electrical and Electronics Engineering,2.0
Computer Science and Engineering (Data Science),Computer Science and Engineering,6.0
Computer Science and Engineering (Data Science),Electronics and Instrumentation Engineering,2.0
Computer Science and Engineering (Data Science),Computer Science,2.0
"Cybersecurity, Artificial Intelligence, Optics, Electronics","Computer Science, Artificial Intelligence, Optics, Electronics",8.0
Business and Technology Management,Communication Research,6.0
Business and Technology Management,Business Administration,6.0
Business and Technology Management,Broadcasting & Media Research Laboratory,6.0
"Architecture, Civil Engineering",Matter Sciences,2.0
"Architecture, Civil Engineering",Materials Research,4.0
"Architecture, Civil Engineering",Mathematics and Computer Science,4.0
"Architecture, Civil Engineering",System Programming,2.0
"Architecture, Civil Engineering",Renewable Energies,6.0
"Architecture, Civil Engineering",Computer Sciences,8.0
"Architecture, Civil Engineering",Electrical Power and Machines,2.0
"Architecture, Civil Engineering",Communications and Electronics,4.0
"Architecture, Civil Engineering","Wildlife, Fisheries and Aquaculture",2.0
Literature and Media,Interdisciplinary Studies,2.0
Literature and Media,Economics and Finance,2.0
Literature and Media,Literature and Journalism,2.0
Social and Political Sciences,Communication and Media,4.0
Social and Political Sciences,Information Studies,2.0
Social and Political Sciences,Public Health and Health Services Administration,4.0
Social and Political Sciences,Family Medicine and Community Health,4.0
Social and Political Sciences,Social & Environmental Sustainability,4.0
Ecological and Environmental Sciences,Textile Materials,12.0
Ecological and Environmental Sciences,Chemical and Energy Engineering,4.0
Ecological and Environmental Sciences,Chemistry and Biology,4.0
Ecological and Environmental Sciences,Textiles and Design,4.0
Ecological and Environmental Sciences,Civil Engineering,4.0
Ecological and Environmental Sciences,Nutrition and Food Science,2.0
Ecological and Environmental Sciences,Chemical Engineering,4.0
Ecological and Environmental Sciences,Environmental Science and Engineering,32.0
Ecological and Environmental Sciences,Pollution Control and Ecological Security,80.0
Ecological and Environmental Sciences,Civil and Environmental Engineering,32.0
Ecological and Environmental Sciences,Health Technology and Informatics,16.0
Ecological and Environmental Sciences,Precision Optics,16.0
Ecological and Environmental Sciences,Energy and Environment,16.0
Air and Radiation,Radiation Protection,4.0
Air and Radiation,Nuclear Laboratories,6.0
Air and Radiation,Environmental Health and Safety,4.0
Air and Radiation,Biology,2.0
Air and Radiation,Ecotoxicology and Wildlife Health,2.0
Air and Radiation,Consumer Safety,6.0
Air and Radiation,Environmental Protection Agency,2.0
Air and Radiation,Engineering,2.0
Air and Radiation,Environment and Radiation Protection and Assessment,4.0
Air and Radiation,Health and Environment,2.0
Air and Radiation,Biological and Health Effects of Ionizing Radiation,2.0
Air and Radiation,Radiological Protection and Human Aspects of Nuclear Safety,2.0
Air and Radiation,Electric Power Research Institute,2.0
Biosurfaces and Drug Discovery,Pharmaceutical Sciences,8.0
Biosurfaces and Drug Discovery,Life Science,2.0
Biosurfaces and Drug Discovery,Pharmacy,4.0
Surgery and Perioperative Care,Community Health,16.0
Surgery and Perioperative Care,Medicine,16.0
Surgery and Perioperative Care,Population Health,16.0
Soil and Groundwater,Environmental Engineering,12.0
Molecular Cardiovascular Research,Medicine,4.0
Molecular Cardiovascular Research,"Nephrology, Angiology, Rheumatology",4.0
Molecular Cardiovascular Research,Dialysis and Transplantation,4.0
Molecular Cardiovascular Research,Renal Unit,4.0
Molecular Cardiovascular Research,Internal Medicine,4.0
Molecular Cardiovascular Research,"Infectious Diseases/Tropical Medicine, Nephrology, Rheumatology",4.0
"Materials Science and Engineering, Computer Science",Bio/Molecular Science and Engineering,8.0
"Materials Science and Engineering, Computer Science",Electronic Science and Technology,8.0
"Materials Science and Engineering, Computer Science",Physics and Astronomy,4.0
"Materials Science and Engineering, Computer Science",Quantum Materials,4.0
"Materials Science and Engineering, Computer Science",Nanoengineering,2.0
"Materials Science and Engineering, Computer Science",Electrical and Computer Engineering,2.0
Acute Infectious Disease Control and Prevention,Public Health,14.0
Acute Infectious Disease Control and Prevention,Occupational Disease Prevention,22.0
Acute Infectious Disease Control and Prevention,Public Health Sciences,16.0
Acute Infectious Disease Control and Prevention,Orthopedics,2.0
Acute Infectious Disease Control and Prevention,Orthopedic,2.0
Acute Infectious Disease Control and Prevention,Emergency Medicine,4.0
Acute Infectious Disease Control and Prevention,Medical Genetics,4.0
Acute Infectious Disease Control and Prevention,Pediatrics,4.0
Acute Infectious Disease Control and Prevention,Infectious Disease Control and Prevention,2.0
Acute Infectious Disease Control and Prevention,Computer Science,10.0
Acute Infectious Disease Control and Prevention,Software and Information Systems,12.0
Acute Infectious Disease Control and Prevention,Medicine,4.0
Acute Infectious Disease Control and Prevention,HIV/AIDS/STI Prevention and Control,10.0
Acute Infectious Disease Control and Prevention,Data Science,10.0
Acute Infectious Disease Control and Prevention,Radiology,8.0
Interdisciplinary Research and Graduate Education,Biosciences,72.0
Interdisciplinary Research and Graduate Education,Genome Science and Technology,6.0
Electrical Engineering and Telecommunications,Engineering,4.0
Electrical Engineering and Telecommunications,Data Science,46.0
Electrical Engineering and Telecommunications,Agriculture and Food,12.0
Electrical Engineering and Telecommunications,Quantum Computing,8.0
Electrical Engineering and Telecommunications,Applied Physics and Physico-Informatics,4.0
Electrical Engineering and Telecommunications,Electrical and Computer Engineering,8.0
Electrical Engineering and Telecommunications,Data61,18.0
Electrical Engineering and Telecommunications,Automation,12.0
Electrical Engineering and Telecommunications,Environmental Technologies,6.0
Electrical Engineering and Telecommunications,Civil and Environmental Engineering,12.0
Electrical Engineering and Telecommunications,Computer Science and Engineering,2.0
Electrical Engineering and Telecommunications,Electrical and Electronic Engineering,8.0
Electrical Engineering and Telecommunications,Computer Science and Technology,18.0
Electrical Engineering and Telecommunications,Electrical & Computer Engineering,8.0
Traditional Chinese Medicine Agricultural Biogenomics,Orthopedics,8.0
Traditional Chinese Medicine Agricultural Biogenomics,Respiratory Intensive Care,2.0
Traditional Chinese Medicine Agricultural Biogenomics,Fundamental and Clinical Research on Functional Nucleic Acid,4.0
Building and Construction Technology Engineering,Environmental Engineering,4.0
Building and Construction Technology Engineering,Technical Engineering,2.0
Neuroscience and Neuroinformatics,Psychology and Sociology,2.0
Neuroscience and Neuroinformatics,Psychology,2.0
Neuroscience and Neuroinformatics,Psychological Processes,2.0
Neuroscience and Neuroinformatics,Social Sciences,2.0
Environmental Science & Management,Earth Sciences,4.0
Environmental Science & Management,Earth and Environmental Sciences,4.0
Environmental Science & Management,Environmental Markets,18.0
Environmental Science & Management,Marine Science,18.0
Urban Environmental Processes and Pollution Control,Environmental Ecology and Biological Engineering,6.0
Urban Environmental Processes and Pollution Control,Ecological Landscaping,4.0
Urban Environmental Processes and Pollution Control,Urban Environment and Health,2.0
Microbiology; Physical Science,Microbiology and Immunology,14.0
Microbiology; Physical Science,"Microbiology, Immunology, Life Sciences",2.0
Microbiology; Physical Science,Molecular Virology and Genetic Engineering,2.0
Microbiology; Physical Science,Virology,2.0
Architecture and Civil Engineering,Architecture,18.0
Architecture and Civil Engineering,VisuCA,2.0
Architecture and Civil Engineering,Urban Planning and Design,2.0
Architecture and Civil Engineering,Building Technology and Urban Systems,4.0
Architecture and Civil Engineering,Civil and Environmental Engineering,14.0
Architecture and Civil Engineering,Research and Development,4.0
Architecture and Civil Engineering,Engineering,4.0
Architecture and Civil Engineering,Geography and Planning,16.0
Architecture and Civil Engineering,Engineering and Built Environment,10.0
Architecture and Civil Engineering,Geo-Simulation,8.0
Architecture and Civil Engineering,Research Institute,8.0
Architecture and Civil Engineering,Civil Engineering,50.0
Architecture and Civil Engineering,Building Services Engineering,6.0
Architecture and Civil Engineering,Building Safety and Environment,2.0
Architecture and Civil Engineering,Architecture and Design,4.0
Architecture and Civil Engineering,Architecture and Urban Planning,4.0
Architecture and Civil Engineering,Geography,4.0
Architecture and Civil Engineering,Applied Science,4.0
Architecture and Civil Engineering,Computational Engineering,4.0
Architecture and Civil Engineering,Mechanical Engineering,2.0
Architecture and Civil Engineering,Science,6.0
Architecture and Civil Engineering,Environmental Impacts and Sustainability,6.0
Architecture and Civil Engineering,Intelligent Construction,4.0
Architecture and Civil Engineering,Architectural Engineering,4.0
Architecture and Civil Engineering,Physics,14.0
Architecture and Civil Engineering,Nanomechanical Lab,2.0
Architecture and Civil Engineering,Transportation,6.0
Architecture and Civil Engineering,Geography and Earth Sciences,6.0
Architecture and Civil Engineering,Civil Engineering and Architecture,2.0
Architecture and Civil Engineering,Transport Advisory,4.0
Architecture and Civil Engineering,Smart Agriculture and Water Security,48.0
Architecture and Civil Engineering,Resources and Environment,8.0
Architecture and Civil Engineering,Water Conservancy,32.0
Architecture and Civil Engineering,Agricultural Extension & Rural Studies,8.0
Architecture and Civil Engineering,Urban and Rural Planning,6.0
Architecture and Civil Engineering,Road and Traffic Engineering; Architecture and Civil Engineering,2.0
Architecture and Civil Engineering,Road and Traffic Engineering,4.0
Architecture and Civil Engineering,Climate Service Center Germany (GERICS),4.0
Architecture and Civil Engineering,Hydrogeology,2.0
Architecture and Civil Engineering,Geology,2.0
"Mathematics, Computer Science and Engineering",Mathematics,6.0
"Mathematics, Computer Science and Engineering","Information Technology, Design and Manufacturing",2.0
"Mathematics, Computer Science and Engineering","Artificial Intelligence, Computer Science",4.0
Neurology & Stroke,Medical Data Integration,16.0
Neurology & Stroke,Ophthalmic Research,8.0
Neurology & Stroke,Biomedical Magnetic Resonance,4.0
Neurology & Stroke,Diagnostic and Interventional Neuroradiology,4.0
Neurology & Stroke,High-field Magnetic Resonance,4.0
Neurology & Stroke,Machine Learning,24.0
Neurology & Stroke,Clinical Brain Research,52.0
Neurology & Stroke,AI,20.0
Neurology & Stroke,Mind/Brain Sciences,10.0
Neurology & Stroke,Intelligent Systems,10.0
Telecom,Cyber Security Auditing and Monitoring,2.0
Telecom,Computing,2.0
Telecom,Artificial Intelligence and Blockchain,6.0
Telecom,Network Technology,8.0
Telecom,Telecommunications,4.0
Telecom,Engineering,12.0
Telecom,Agronomy,8.0
Telecom,Computer Science,12.0
Telecom,Computer Science and Engineering,4.0
Telecom,Communication and Information,10.0
Theoretical Sciences,Physics,18.0
Theoretical Sciences,Gravitational Physics,14.0
Theoretical Sciences,Physics and Astronomy,10.0
Theoretical Sciences,Mathematics,2.0
Theoretical Sciences,Astrophysics and Planetary Science,12.0
Theoretical Sciences,Gravitational-Wave Physics and Astronomy,4.0
Theoretical Sciences,Magnetic Materials and Application Technology,6.0
Theoretical Sciences,Material and Chemical Engineering,2.0
Theoretical Sciences,Micro-Nano Electronics,2.0
Theoretical Sciences,"Flexible Electronics, Biomedical Materials & Engineering",2.0
Theoretical Sciences,Materials Science and Optoelectronics Engineering,2.0
Theoretical Sciences,Theoretical Science,8.0
Theoretical Sciences,Theoretical Physics,4.0
Genome Sciences & Systems Biology,Genetics,72.0
Genome Sciences & Systems Biology,Pathology and Immunology,36.0
"Medical Sciences, Computational Neuroscience, Neurology, Psychiatry, Computing, Biomedical Research, Neurology, Medical Imaging",Medical Image Computing,200.0
"Medical Sciences, Computational Neuroscience, Neurology, Psychiatry, Computing, Biomedical Research, Neurology, Medical Imaging",Medicine,200.0
"Medical Sciences, Computational Neuroscience, Neurology, Psychiatry, Computing, Biomedical Research, Neurology, Medical Imaging",MRI Unit,200.0
"Medical Sciences, Computational Neuroscience, Neurology, Psychiatry, Computing, Biomedical Research, Neurology, Medical Imaging",Biomedical Research Centre,200.0
Health and Welfare,Psychology and Logopedics,24.0
Health and Welfare,Educational Sciences and Psychology,8.0
Health and Welfare,Physiotherapy,12.0
Health and Welfare,Behavioural Sciences and Learning,6.0
Health and Welfare,"Health, Medicine and Caring Sciences",12.0
Health and Welfare,Political Sciences,6.0
Health and Welfare,Arts and Crafts,6.0
Health and Welfare,Clinical Research,6.0
Health and Welfare,Science and Engineering,2.0
Health and Welfare,Engineering,4.0
Health and Welfare,Advanced Science and Engineering,6.0
Health and Welfare,Biomedical Sciences,4.0
Health and Welfare,Education and Research,4.0
Health and Welfare,Otolaryngology–Head and Neck Surgery,8.0
Health and Welfare,Public Health,4.0
Health and Welfare,Population Health Sciences,4.0
Health and Welfare,Technical Research,16.0
MBA,MCA,6.0
MBA,Information Technology,8.0
MBA,Engineering,2.0
MBA,Computer Science and Engineering,2.0
MBA,Business and Administration,2.0
MBA,Commerce,2.0
MBA,Business Administration,4.0
MBA,Management Studies and Research,2.0
MBA,Computer,2.0
MBA,Physics,4.0
MBA,CSE,12.0
MBA,Computer Science & Engineering,4.0
MBA,HSC,2.0
MBA,Technology,2.0
MBA,Management,6.0
MBA,Business Management,4.0
MBA,"Science, Engineering, and Environment",2.0
MBA,Academic Computing,2.0
MBA,Medicine,4.0
MBA,MIS,2.0
MBA,Medical Research,2.0
MBA,"Art, Computing and Creative Industries",2.0
MBA,Finance and BFSI,2.0
MBA,Electronics and Communication Engineering,6.0
MBA,Physics - Applied Sciences,2.0
MBA,Physiotherapy,2.0
MBA,Operations,2.0
MBA,Forensic Sciences,2.0
MBA,Skill Development & Employability Programs,2.0
MBA,Mathematics,2.0
MBA,Information Science and Engineering,2.0
MBA,Computer Science Engineering,2.0
MBA,BBA,2.0
MBA,Business Applications,2.0
MBA,System Design,2.0
MBA,Engineering and Management,2.0
Social Communications and Journalism,Medicine,16.0
Social Communications and Journalism,Engineering,18.0
Social Communications and Journalism,Human Genetics,4.0
Social Communications and Journalism,Public Health,2.0
Social Communications and Journalism,"Health Research Methods, Evidence and Impact",2.0
Social Communications and Journalism,Statistics,2.0
Social Communications and Journalism,Pediatrics,8.0
Social Communications and Journalism,Health,4.0
Social Communications and Journalism,Healthcare,4.0
Social Communications and Journalism,Health Secretary,2.0
Social Communications and Journalism,Genetics,2.0
Social Communications and Journalism,Medical Microbiology and Infectious Diseases,2.0
Medical Discovery,Biomedical Sciences,12.0
Medical Discovery,Medicine,16.0
Medical Discovery,Cellular and Molecular Pharmacology,8.0
Medical Discovery,Virology and Immunology,8.0
Medical Discovery,Biosciences,8.0
Medical Discovery,Pharmacology,8.0
Medical Discovery,Pharmacy and Pharmaceutical Sciences,8.0
"Architecture, Planning and Surveying",Computer and Mathematical Sciences,6.0
Atmospheric Research,Landscape Ecology,4.0
Atmospheric Research,Environmental Informatics,8.0
Atmospheric Research,Soils & Landscapes,4.0
Atmospheric Research,"Atmospheric, Oceanic and Planetary Physics",4.0
Atmospheric Research,Atmospheric and Oceanic Sciences,6.0
Atmospheric Research,Earth and Ocean Sciences,4.0
Atmospheric Research,Mesoscale Meteorological Studies,2.0
Atmospheric Research,Meteorology,100.0
Atmospheric Research,Meteorological Studies,2.0
Atmospheric Research,Applied Physics,16.0
Atmospheric Research,Scientific Research,24.0
Atmospheric Research,Oceanography,2.0
Atmospheric Research,Informatics,4.0
Atmospheric Research,Statistical Science,2.0
Atmospheric Research,Solar & Astrophysics,6.0
Atmospheric Research,Astrophysics,4.0
Atmospheric Research,"Mathematics, Physics and Electrical Engineering",2.0
Atmospheric Research,Theoretical Astrophysics,4.0
Atmospheric Research,Solar Astronomy,2.0
Atmospheric Research,Solar Physics,2.0
Atmospheric Research,Environmental Research,2.0
Atmospheric Research,Physics,2.0
Atmospheric Research,Civil and Environmental Engineering,6.0
Atmospheric Research,Environmental Sciences,10.0
Atmospheric Research,Chemical Sciences,10.0
Atmospheric Research,Aerology,10.0
Atmospheric Research,Environmental Engineering,10.0
Atmospheric Research,Geology,12.0
Atmospheric Research,Earth System Studies,6.0
Atmospheric Research,Weather Research and Operations,6.0
Atmospheric Research,Artificial Intelligence,6.0
Atmospheric Research,Tropospheric Research,70.0
Atmospheric Research,Science,4.0
Atmospheric Research,Space Weather,12.0
Atmospheric Research,Earth and Space Sciences,2.0
Atmospheric Research,Environmental Science & Engineering,14.0
Atmospheric Research,Environment Research Institute,2.0
Atmospheric Research,Geophysical Fluid Dynamics,2.0
Atmospheric Research,Climate Research,4.0
Atmospheric Research,Computing,4.0
Atmospheric Research,Electrical and Computer Engineering,4.0
Atmospheric Research,Environmental Science,2.0
Atmospheric Research,Forestry,4.0
Atmospheric Research,Wildland Fire Science,2.0
Atmospheric Research,Aerospace Engineering,4.0
Clinical Engineering,Endocrinology,12.0
Clinical Engineering,Genomic Research,2.0
Clinical Engineering,Laboratory Medicine and Anatomy Pathology,8.0
Clinical Engineering,Fertility,2.0
Clinical Engineering,Medical Affairs Fertility EMEA,2.0
Clinical Engineering,Atmospheric Environment Remote Sensing,4.0
Clinical Engineering,Atmospheric Environment Remote Sensing; Electrical and Information Engineering; Instrument Science and Opto-electronic Engineering,2.0
Clinical Engineering,Electrical and Information Engineering,6.0
Clinical Engineering,Biomedical Engineering,12.0
Clinical Engineering,Intelligent Healthcare,4.0
Clinical Engineering,Cardiology,6.0
Clinical Engineering,Cardiology; Clinical Engineering; Biomedical Engineering; Atmospheric Environment Remote Sensing; Intelligent Healthcare; Electrical and Information Engineering; Instrument Science and Opto-electronic Engineering,2.0
Clinical Engineering,NanoThera Lab,8.0
Clinical Engineering,Hematology,2.0
Clinical Engineering,Nanotechnology,2.0
Geodesy and Topography,Sciences and Technics,8.0
Geodesy and Topography,"Geomatics, Georesources and Environment",4.0
Geodesy and Topography,Geology,2.0
Earth Science and Environmental Engineering,Biogeochemical Integration,4.0
Earth Science and Environmental Engineering,Geospatial Information,8.0
Earth Science and Environmental Engineering,Air Resources Laboratory,4.0
Earth Science and Environmental Engineering,Earth System Studies,4.0
Forest Sciences,Applied Physics,12.0
Forest Sciences,Big data industrial applications,4.0
Forest Sciences,Forest Science,12.0
Forest Sciences,Forestry Engineering,2.0
Forest Sciences,Geography,6.0
Forest Sciences,Geographical Sciences,2.0
Forest Sciences,Forest Resources and Conservation,12.0
Forest Sciences,Automatics,4.0
Forest Sciences,Soil Science,4.0
Forest Sciences,Forestry and Environmental Resources,4.0
Forest Sciences,Rainforest Studies,4.0
Forest Sciences,Forest ICT,2.0
Forest Sciences,Forest Management,2.0
Forest Sciences,Forest Engineering,22.0
Forest Sciences,Agrarian Experimental Station,2.0
Forest Sciences,Natural Resources,14.0
Forest Sciences,Computer Architecture and Technology,4.0
Forest Sciences,Agricultural Engineering,2.0
Forest Sciences,Mountain Hazards and Earth Surface Processes,2.0
Forest Sciences,Ecology and Systems Science,4.0
Forest Sciences,Climate-Smart Agriculture,6.0
Forest Sciences,Biological and Natural Sciences,2.0
Forest Sciences,Sustainable Development,2.0
Forest Sciences,Biodiversity and Conservation,8.0
Forest Sciences,Biology,14.0
Forest Sciences,"Ecology, Evolution, and Environmental Biology",2.0
Forest Sciences,Environmental Research,4.0
Forest Sciences,Biogeochemistry,24.0
Forest Sciences,Public and Environmental Affairs,2.0
Forest Sciences,Environmental Systems Science,14.0
Forest Sciences,Ecology,6.0
Forest Sciences,Global Change Research,2.0
Forest Sciences,Environment and Resource Engineering,2.0
Forest Sciences,Climate Change,12.0
Forest Sciences,Terrestrial Ecosystems,2.0
Forest Sciences,Bioclimatology,4.0
Forest Sciences,Biodiversity and Sustainable Land Use,2.0
Forest Sciences,Watershed Research,2.0
Forest Sciences,Biodiversity Research,2.0
Forest Sciences,Earth System Research,2.0
Forest Sciences,Physical Geography and Ecosystem Science,6.0
Forest Sciences,Ecosystem,2.0
Forest Sciences,Biological Sciences,2.0
Forest Sciences,"Forest, Fisheries, and Geomatics Sciences",2.0
Forest Sciences,Image Processing,2.0
Forest Sciences,Botany,2.0
Forest Sciences,Science and Engineering,4.0
Forest Sciences,Atmospheric and Oceanic Sciences,4.0
Forest Sciences,Mathematics and Physics,4.0
Forest Sciences,Agro-Bio Tech,2.0
Forest Sciences,Environmental Remote Sensing,2.0
Forest Sciences,Ecoscience,2.0
Forest Sciences,Global Change,2.0
Forest Sciences,Climate System Research,2.0
Forest Sciences,Atmospheric and Earth System Research / Physics,2.0
Forest Sciences,Landscape Ecology,2.0
Forest Sciences,Environmental Science,4.0
Forest Sciences,Advanced Science & Engineering,2.0
Forest Sciences,Ecological Observatory Network,2.0
Forest Sciences,"Agricultural, Environmental and Food Sciences",2.0
Forest Sciences,Coastal Ecology and Forest Science,2.0
Forest Sciences,Forestry and Environmental Conservation,2.0
Forest Sciences,Forest Ecology and Management,2.0
Forest Sciences,Chemistry and Physics,2.0
Forest Sciences,"Biological, Agro-food and Forest Systems",2.0
Forest Sciences,Geosciences,2.0
Forest Sciences,Agrosphere,2.0
Forest Sciences,Science,2.0
Forest Sciences,Range Cattle Research and Education Center,2.0
Forest Sciences,Agriculture Sciences,2.0
Forest Sciences,Geosciences and Natural Resource Management,2.0
Forest Sciences,Atmospheric and Earth System Research/Physics,2.0
Forest Sciences,Earth and Life Sciences,2.0
Forest Sciences,"Methods and Models for Economics, Territory and Finance",2.0
Forest Sciences,Hydrologic Innovations,2.0
Forest Sciences,Sustainable Engineering and the Built Environment,2.0
Forest Sciences,Space and Astronomy,2.0
Forest Sciences,Environment,2.0
Forest Sciences,Applied Ecology,2.0
Forest Sciences,Life Sciences,2.0
Forest Sciences,Agriculture and Natural Resources,6.0
Environment & Science,Geoinformatics and Surveying,2.0
Environment & Science,Rivers Institute,4.0
Environment & Science,Water and Aquatic Ecosystem Research,20.0
Environment & Science,Science and Engineering,10.0
Environment & Science,Geoinformatics & Surveying,6.0
Environment & Science,Earth Sciences and Engineering,2.0
Ocean Environmental Big Data Analysis and Application,Geo-Spatial Information,56.0
Ocean Environmental Big Data Analysis and Application,Photogrammetry and Remote Sensing,8.0
Statistics and Operations Research,Medicine,16.0
Statistics and Operations Research,Arthritis Research,24.0
Statistics and Operations Research,Biostatistics,32.0
Statistics and Operations Research,Genomic Regulation,6.0
Statistics and Operations Research,Experimental and Health Sciences,2.0
Statistics and Operations Research,Health Care,12.0
Statistics and Operations Research,General Medicine,8.0
Statistics and Operations Research,Epidemiology and Health Policy Research,4.0
Statistics and Operations Research,Cancer Center,8.0
Statistics and Operations Research,Statistics,12.0
Statistics and Operations Research,Genetics,4.0
Statistics and Operations Research,Pharmacology,4.0
Statistics and Operations Research,Surgery,4.0
Statistics and Operations Research,Public Health,24.0
Statistics and Operations Research,Biosanitary Research,12.0
Statistics and Operations Research,Epidemiology and Public Health,24.0
Statistics and Operations Research,"Statistics, Econometrics, Health",12.0
Statistics and Operations Research,Statistics and Cartography,6.0
Statistics and Operations Research,Market Research and Public Opinion,6.0
Statistics and Operations Research,Health Surveillance,6.0
Statistics and Operations Research,Highway Safety Research,2.0
Statistics and Operations Research,Computer Science,12.0
Statistics and Operations Research,Computing,10.0
Statistics and Operations Research,Pediatrics,2.0
Statistics and Operations Research,"Allergy, Immunology and Rheumatology",2.0
Statistics and Operations Research,Applied Cybernetics,2.0
Statistics and Operations Research,Mathematics,10.0
Statistics and Operations Research,Science and Technology,2.0
Statistics and Operations Research,Smart Systems Technologies,2.0
Statistics and Operations Research,Informatics and Computing,2.0
Statistics and Operations Research,"Computational Mathematics, Science, and Engineering",4.0
Statistics and Operations Research,Rheumatology,14.0
Statistics and Operations Research,"Internal Medicine, Dermatology, and Psychiatry",2.0
Statistics and Operations Research,Electronics & Communication,2.0
Statistics and Operations Research,"Computational Mathematics, Science and Engineering",6.0
Statistics and Operations Research,Quantitative Methods for Economics and Business,4.0
Statistics and Operations Research,Computer Science Engineering and Technology,10.0
Statistics and Operations Research,Computer Science and Artificial Intelligence,2.0
