source,target,weight
Energy,Chemical Engineering,2.0
Energy,"Computing, Engineering and Physical Sciences",2.0
Energy,"Biofuels, Energy Genetics, Bioenergy, Bioprocess Technology",28.0
Energy,Environmental and Municipal Engineering,20.0
Energy,Petroleum Engineering,8.0
Energy,Unconventional Oil & Gas Development,2.0
Energy,Petroleum Technology,2.0
Energy,Electronic Control and Motor Systems,10.0
Engineer Technology,Security and Safety Research,48.0
Engineer Technology,Chemistry,16.0
Auditory-Speech Rehabilitation,Otorhinolaryngology and Head and Neck Surgery,14.0
Psychosocial Palliative Care,Geriatrics and Palliative Medicine,2.0
Psychosocial Palliative Care,Palliative Care,6.0
Psychosocial Palliative Care,Psychiatric Social Work,2.0
Psychosocial Palliative Care,"Social Sciences, Education, Social Work",2.0
Psychosocial Palliative Care,Social Work,2.0
Pharmacy and Surgery,Surgery,6.0
Pharmacy and Surgery,Colon and Rectal Surgery,6.0
Pharmacy and Surgery,Outcomes Research,12.0
Pharmacy and Surgery,Public Policy,6.0
Pharmacy and Surgery,Pharmaceutical Sciences,6.0
Dermatology and Plastic Surgery,Surgical Oncological and Gastroenterological Sciences,4.0
Dermatology and Plastic Surgery,Dermatology and Allergology,8.0
Dermatology and Plastic Surgery,Plastic and Reconstructive Surgery,8.0
Dermatology and Plastic Surgery,Medical,4.0
Dermatology and Plastic Surgery,Surgical Oncology,4.0
Dermatology and Plastic Surgery,Experimental Oncology,4.0
Dermatology and Plastic Surgery,Medical Sciences,8.0
Dermatology and Plastic Surgery,Plastic Surgery,4.0
Dermatology and Plastic Surgery,Dermatology,4.0
Dermatology and Plastic Surgery,Biomedical Engineering,12.0
Microbiology and Epidemiology,Disease Control and Prevention,84.0
Microbiology and Epidemiology,Genetics and Microbiology,6.0
Microbiology and Epidemiology,Microbiology,12.0
Microbiology and Epidemiology,Systems Biology of Pathogens,12.0
Microbiology and Epidemiology,Basic Medical Sciences,6.0
Microbiology and Epidemiology,Global Health,12.0
Automated Reasoning and Cognition,Mathematical Sciences,6.0
Automated Reasoning and Cognition,Mathematics and Physics,4.0
Functional Thin Films,Materials Science and Engineering,24.0
Functional Thin Films,Chemical Resource Engineering,8.0
Functional Thin Films,Chemistry,8.0
Food Science and Formulation,Food Safety,40.0
Food Science and Formulation,Biotechnology,16.0
Military Analysis and Planning,Industrial Engineering,2.0
"Agriculture, Food and Ecosystem Sciences",BioSciences,4.0
"Agriculture, Food and Ecosystem Sciences",Environment and Genetics,2.0
"Agriculture, Food and Ecosystem Sciences",Forestry,2.0
"Agriculture, Food and Ecosystem Sciences",Biological Sciences,2.0
"Agriculture, Food and Ecosystem Sciences",Marine and Antarctic Studies,2.0
"Agriculture, Food and Ecosystem Sciences",Planning and Environment,2.0
"Agriculture, Food and Ecosystem Sciences",Environment and Society,2.0
Neuro-Informatics & Rehabilitation Engineering,Biomedical Information Engineering,18.0
Neuro-Informatics & Rehabilitation Engineering,Mental Health,12.0
Neuro-Informatics & Rehabilitation Engineering,Chest Hospital,6.0
"Plant, Soil and Microbial Sciences",Environmental Science and Policy,28.0
"Plant, Soil and Microbial Sciences",Toxicology,14.0
"Plant, Soil and Microbial Sciences",Civil and Environmental Engineering,14.0
"Plant, Soil and Microbial Sciences",Microbial Ecology,28.0
"Plant, Soil and Microbial Sciences",Environmental Science and Engineering,14.0
"Plant, Soil and Microbial Sciences",Agricultural Sciences,14.0
"Plant, Soil and Microbial Sciences",Crop Protection,4.0
"Plant, Soil and Microbial Sciences",Plant Science,2.0
"Plant, Soil and Microbial Sciences",Agricultural and Veterinary Research,2.0
"Plant, Soil and Microbial Sciences",Crop Sciences,2.0
"Plant, Soil and Microbial Sciences",Plant Protection,2.0
"Plant, Soil and Microbial Sciences",Agronomy and Plant Genetics,2.0
"Plant, Soil and Microbial Sciences",Agronomy and Horticulture,2.0
"Family and Community Medicine, Legal Medicine, Bioethics, Health Law, Psychiatry, Pathology",Family and Community Medicine,4.0
Human Performance Studies,Environmental Health,12.0
Human Performance Studies,Sports and Health Sciences,4.0
Human Performance Studies,Health Systems Management,4.0
Human Performance Studies,Physical Education and Sport,4.0
Human Performance Studies,Interactive Technologies,4.0
Human Performance Studies,Human Movement,4.0
Pattern Recognition and Artificial Intelligence,Information Science and Technology,72.0
Pattern Recognition and Artificial Intelligence,Computer Networks and Information Security,12.0
Eye Diseases,Clinical Hospital Center Zemun,6.0
Eye Diseases,Medicine,24.0
Eye Diseases,Medical Biophysics; Medical Education; Specialized Medical Assistance; Medical Technologies,4.0
Eye Diseases,Medical Assistance and Medical Technologies,2.0
Eye Diseases,Information Transmission Problems; Medico-Biological,2.0
Geography and Information Engineering,Geography,12.0
Geography and Information Engineering,Agriculture,4.0
Geography and Information Engineering,Computer Research,4.0
Geography and Information Engineering,Geosciences and Info-Physics,4.0
Geography and Information Engineering,Geosciences,72.0
Geography and Information Engineering,Land Surveying and Geo-Informatics,12.0
Geography and Information Engineering,Geographic Information System,20.0
Geography and Information Engineering,Water Resources & Hydropower Engineering Sciences,20.0
Geography and Information Engineering,Water Cycle & Related Land Surface Processes,20.0
Geography and Information Engineering,Natural Resources,10.0
Geography and Information Engineering,Remote Sensing and GIS,8.0
Psychological Orientation,Medicine,6.0
Psychological Orientation,Health and Life Sciences,6.0
Breast Surgery,Pathology,36.0
Breast Surgery,Cancer Center,2.0
Breast Surgery,Neurosurgery,16.0
Breast Surgery,Medicine,162.0
Breast Surgery,Oncology,216.0
Breast Surgery,Surgery,16.0
Breast Surgery,Pediatrics,16.0
Breast Surgery,Urology,2.0
Breast Surgery,Thoracic Surgery,8.0
Breast Surgery,Radiation Oncology,8.0
Breast Surgery,Internal Medicine of Oncology,2.0
Breast Surgery,Breast Surgery and Oncology,8.0
Breast Surgery,Surgical Oncology,10.0
Breast Surgery,Gastroenterological Surgery,4.0
Breast Surgery,Biostatistics & Bioinformatics,2.0
Breast Surgery,Geriatrics,10.0
Breast Surgery,Clinical Laboratory,10.0
Breast Surgery,Nursing,8.0
Breast Surgery,Clinical Nursing,8.0
Breast Surgery,Life Sciences,48.0
Breast Surgery,General Surgery,96.0
Breast Surgery,Chemistry,20.0
Breast Surgery,Molecular Enzymology & Engineering,4.0
Breast Surgery,Theoretical Chemistry,8.0
Breast Surgery,Supramolecular Chemical Biology,4.0
"Clinical Medical Research, Autoimmune Disease Precision Medicine, Clinical Medical, Medicine",Radiotherapy,18.0
"Clinical Medical Research, Autoimmune Disease Precision Medicine, Clinical Medical, Medicine",Metabolomics,36.0
"Clinical Medical Research, Autoimmune Disease Precision Medicine, Clinical Medical, Medicine",Natural Science,18.0
"Clinical Medical Research, Autoimmune Disease Precision Medicine, Clinical Medical, Medicine",Nephrology,18.0
Critical Care,Cardiology,16.0
Critical Care,Traumatology and Acute Critical Medicine,6.0
Critical Care,Anesthesiology and Critical Medicine,2.0
Critical Care,Medical Statistics,4.0
Critical Care,Emergency and Trauma,2.0
Critical Care,Traumatology,2.0
Critical Care,General Medicine Education,2.0
Critical Care,Emergency Medicine,10.0
Critical Care,Emergency and Critical Care Medicine,12.0
Critical Care,General Medicine,2.0
Critical Care,Health Services Research and Development,2.0
Critical Care,Acute Medicine,2.0
Critical Care,Trauma and Critical Care Medicine,2.0
Critical Care,Trauma and Acute Critical Care,2.0
Critical Care,Surgery,2.0
Critical Care,Disaster and Emergency Medicine,2.0
Critical Care,Critical Care Medicine,2.0
Critical Care,Emergency & Critical Care,2.0
Critical Care,Medical Emergency and Critical Care,2.0
Critical Care,Emergency Medical Service,2.0
Critical Care,"Trauma, Critical Care Medicine, and Burn Center",2.0
Critical Care,Trauma and Surgical Critical Care,2.0
Critical Care,Intensive Care Unit,6.0
Critical Care,Neurointensive Care,2.0
Critical Care,Pediatrics,12.0
Critical Care,Pediatric Infectious Diseases,2.0
Critical Care,"Emergency Medicine, Hospital Medicine, Pediatrics",4.0
Critical Care,Hospital Medicine,2.0
Critical Care,Infectious Diseases,2.0
Critical Care,Health Policy,2.0
Critical Care,Anaesthesia and Critical Care,16.0
Critical Care,Research Institute,16.0
Critical Care,Clinical and Experimental Medicine,8.0
Critical Care,Global Health Innovation,8.0
Critical Care,Law School,4.0
Critical Care,Neurology,4.0
Critical Care,Medical Imaging & AI,4.0
Critical Care,Biostatistics,4.0
Critical Care,"Pulmonary, Critical Care and Sleep Medicine",4.0
Critical Care,Medical Engineering and Science,4.0
Low-carbon Chemistry & Energy Conservation,Environment and Energy Chemistry,32.0
Low-carbon Chemistry & Energy Conservation,"Materials Science, Chemistry",32.0
Low-carbon Chemistry & Energy Conservation,"Materials Science and Engineering, Chemistry",32.0
Low-carbon Chemistry & Energy Conservation,Materials Science and Engineering,40.0
Low-carbon Chemistry & Energy Conservation,Environment and Energy,16.0
Low-carbon Chemistry & Energy Conservation,Environment,16.0
"Drug Information & Adverse Drug Reaction Center, Hanoi University of Pharmacy",Tropical Medicine,56.0
"Drug Information & Adverse Drug Reaction Center, Hanoi University of Pharmacy",Technology Solutions,14.0
"Endocrinology, Nutrition, Public Health, Medicine",Gastroenterology,48.0
"Endocrinology, Nutrition, Public Health, Medicine",Biosystems Engineering and Food Science,40.0
Agrobioengineering and Animal Husbandry,"Animal Reproduction, Anatomy and Genomics",6.0
Agrobioengineering and Animal Husbandry,Soil Science and Agrophysics,2.0
Animal and Comparative Biomedical Sciences,Animal and Marine Bioresource Sciences,32.0
Animal and Comparative Biomedical Sciences,Physiology,2.0
Animal and Comparative Biomedical Sciences,Bioscience and Biotechnology,2.0
Animal and Comparative Biomedical Sciences,Orthopaedic Surgery,2.0
Animal and Comparative Biomedical Sciences,Biological Sciences,4.0
Animal and Comparative Biomedical Sciences,Cardiovascular Medicine,2.0
Forest Restoration and Meliorations,Landscape Architecture and Phytodesign,2.0
Forest Restoration and Meliorations,Forest Plantations and Forest Selection,2.0
"Public Health, Epidemiology and Health Economics",Musculoskeletal Medicine,10.0
"Public Health, Epidemiology and Health Economics",Internal Medicine,2.0
"Public Health, Epidemiology and Health Economics",Surgery,2.0
Informatics and Telecommunications,Chemistry and Chemical Technology,2.0
Informatics and Telecommunications,Chemistry,2.0
Informatics and Telecommunications,Electrical and Computer Engineering,4.0
Informatics and Telecommunications,Imaging Physics,8.0
Informatics and Telecommunications,Physics,8.0
Informatics and Telecommunications,Natural Resources Management and Agricultural Engineering,4.0
Agroforestry Engineering,"Statistics, Mathematical Analysis, and Optimization",6.0
Agroforestry Engineering,Mathematics Industrial,6.0
Agroforestry Engineering,Forest Research,6.0
Agroforestry Engineering,Plant Production and Engineering Projects,6.0
Lignocellulose Chemistry and BioMaterials,Applied Catalysis,42.0
"Collective Learning, Network Science",Sustainability and Strategic Resource Management,10.0
"Collective Learning, Network Science",Social Complexity Research,2.0
"Collective Learning, Network Science",Water Resources Management,2.0
"Collective Learning, Network Science",Government,2.0
"Collective Learning, Network Science",Constitutional Justice,2.0
"Collective Learning, Network Science",Water Law and Management,2.0
Hospitalist Division,Pediatric Hospital Medicine,24.0
Hospitalist Division,Psychometrics,4.0
Hospitalist Division,"Pediatrics, Internal Medicine",4.0
Hospitalist Division,Pediatrics,8.0
Hospitalist Division,Hospitalists,4.0
Hospitalist Division,Hospital Medicine,4.0
Medicine Engineering,Nursing,2.0
Medicine Engineering,Emergency Medicine,2.0
Medicine Engineering,Neurosurgery,2.0
Medicine Engineering,Business and Management,2.0
Medicine Engineering,Rehabilitation Medicine,2.0
Medicine Engineering,Medicine,2.0
Medicine Engineering,Medical Sciences,2.0
Big Data Management and Analysis Methods,Software,6.0
Big Data Management and Analysis Methods,Artificial Intelligence,2.0
Big Data Management and Analysis Methods,AI Laboratory,2.0
Maritime Economics and Management,Public Administration and Humanities,4.0
Maritime Economics and Management,Marine Engineering,8.0
Maritime Economics and Management,Economics and Management,6.0
Maritime Economics and Management,Navigation,6.0
Maritime Economics and Management,"Logistics, Offshore and Marine",12.0
Maritime Economics and Management,Transport Engineering,6.0
Disaster and Emergency Medicine,Traumatology and Acute Critical Medicine,6.0
Disaster and Emergency Medicine,Anesthesiology and Critical Medicine,2.0
Disaster and Emergency Medicine,Medical Statistics,4.0
Disaster and Emergency Medicine,Emergency and Trauma,2.0
Disaster and Emergency Medicine,Traumatology,2.0
Disaster and Emergency Medicine,General Medicine Education,2.0
Disaster and Emergency Medicine,Emergency Medicine,4.0
Disaster and Emergency Medicine,Emergency and Critical Care Medicine,12.0
Disaster and Emergency Medicine,General Medicine,2.0
Disaster and Emergency Medicine,Health Services Research and Development,2.0
Disaster and Emergency Medicine,Acute Medicine,2.0
Disaster and Emergency Medicine,Trauma and Critical Care Medicine,2.0
Disaster and Emergency Medicine,Trauma and Acute Critical Care,2.0
Disaster and Emergency Medicine,Surgery,2.0
Disaster and Emergency Medicine,Critical Care Medicine,2.0
Disaster and Emergency Medicine,Emergency & Critical Care,2.0
Disaster and Emergency Medicine,Medical Emergency and Critical Care,2.0
Disaster and Emergency Medicine,Critical Care,2.0
Disaster and Emergency Medicine,Emergency Medical Service,2.0
Disaster and Emergency Medicine,"Trauma, Critical Care Medicine, and Burn Center",2.0
Disaster and Emergency Medicine,Trauma and Surgical Critical Care,2.0
Orthopaedic Biomechanics,Bioengineering,18.0
Orthopaedic Biomechanics,Biomedical Engineering,18.0
Orthopaedic Biomechanics,Shock Physics,6.0
Orthopaedic Biomechanics,Mechanical and Materials Engineering; Orthopaedic Biomechanics,18.0
Orthopaedic Biomechanics,Biomechanics,12.0
Orthopaedic Biomechanics,Mechanical Engineering,18.0
Orthopaedic Biomechanics,Human Machine Systems,6.0
Orthopaedic Biomechanics,Mechanical Engineering; Human Machine Systems; Biomedical Engineering; Computational Biomodeling,6.0
Orthopaedic Biomechanics,"Bioengineering, Engineering Science",6.0
Orthopaedic Biomechanics,Rehabilitation,10.0
Orthopaedic Biomechanics,Trauma Emergency Medicine,30.0
Engineering Systems and Services,Water Resources Engineering,6.0
Engineering Systems and Services,Water Management,2.0
Engineering Systems and Services,Agricultural Extension and Education,2.0
Earth Sciences & Engineering,Resources and Earth Science,16.0
Earth Sciences & Engineering,Civil Engineering,4.0
Earth Sciences & Engineering,Geosciences and Engineering,4.0
Earth Sciences & Engineering,Shale Hydrocarbon Accumulation and Efficient Development,4.0
Multimedia Technology and Development,Education,12.0
"Microbiology, Immunology, Tropical Medicine",Biological Sciences,12.0
Information Sciences & Technology,Statistics,6.0
Transportation Information,Informatica Science and Engineering,4.0
Transportation Information,Mathematics and Statistics,2.0
Transportation Information,Humanities and Management,2.0
Textiles and Leather,Textile Engineering,6.0
Textiles and Leather,Pharmaceutical Technology,2.0
Bioinformation Technology,Bioinformatics and Biostatistics,8.0
Medical Psychology and Behavioral Neurobiology,Neurosciences,6.0
Medical Psychology and Behavioral Neurobiology,Biological and Medical Engineering,18.0
Medical Psychology and Behavioral Neurobiology,Neuroscience,36.0
Medical Psychology and Behavioral Neurobiology,Diagnostic Imaging,12.0
Medical Psychology and Behavioral Neurobiology,Psychology,6.0
Medical Psychology and Behavioral Neurobiology,"Mind, Brain and Behavior",6.0
Medical Psychology and Behavioral Neurobiology,Neurophysics,6.0
Medical Psychology and Behavioral Neurobiology,Electrical and Electronics Engineering,6.0
Medical Psychology and Behavioral Neurobiology,Integrative Neuroscience,12.0
Gas Hydrate,New and Renewable Energy Research and Development,18.0
Gas Hydrate,Gas Hydrate Research,18.0
Mechatronic Engineering,Manufacturing Technology,6.0
Mechatronic Engineering,General Systems Studies,4.0
Mechatronic Engineering,Micro-Nano Systems Engineering,220.0
Mechatronic Engineering,Science and Engineering,220.0
Mechatronic Engineering,Biomimetic Robots and Systems,198.0
Mechatronic Engineering,Mechatronics Engineering and Automation,220.0
Mechatronic Engineering,Intelligent Science and Technology,220.0
Mechatronic Engineering,Intelligent Manufacturing and Robotics,220.0
Mechatronic Engineering,Mechanical Engineering,14.0
Mechatronic Engineering,Engineering Technology,8.0
Mechatronic Engineering,CNC Equipment Reliability,8.0
Mechatronic Engineering,Precision Machinery,16.0
Mechatronic Engineering,Civil Engineering,4.0
Mechatronic Engineering,Natural Sciences,2.0
Mechatronic Engineering,Technical Sciences,2.0
Mechatronic Engineering,Information Technology,4.0
Mechatronic Engineering,Research and Development,2.0
"Food Science, Nutrition and Nutraceutical Biotechnology",Biotech Research Institute,6.0
"Food Science, Nutrition and Nutraceutical Biotechnology",Medical Laboratory Science and Biotechnology,2.0
"Food Science, Nutrition and Nutraceutical Biotechnology",Nutrition,2.0
"Food Science, Nutrition and Nutraceutical Biotechnology",Ophthalmology,2.0
"Food Science, Nutrition and Nutraceutical Biotechnology",Bioscience Technology,2.0
"Food Science, Nutrition and Nutraceutical Biotechnology",Food Science and Technology,2.0
"Leadership, Higher and Adult Education",Engineering Education,4.0
"Leadership, Higher and Adult Education",Education,2.0
"Leadership, Higher and Adult Education",Civil Engineering,2.0
"Leadership, Higher and Adult Education",Chemical Engineering,2.0
Energy Storage Research,Chemical Engineering,16.0
Energy Storage Research,Materials Science and Engineering,8.0
Social Sciences and Psychology,Psychiatry and Psychotherapy,6.0
Social Sciences and Psychology,Psychology,6.0
Social Sciences and Psychology,Mind and Brain,4.0
Social Sciences and Psychology,Computational Neuroscience,2.0
Planning Review Center,Development Planning,14.0
Planning Review Center,Economic Research,14.0
Design Engineering and Digital Twin,Mechanical Engineering,28.0
Health Systems Research & Development,Community Health,12.0
Food Processing Technology,Management Studies,4.0
Food Processing Technology,Tropical Agriculture,2.0
Food Processing Technology,Food Plant Operation,2.0
Ornithology; Forestry,"Atmospheric and Earth Science, Human Genetics and Genomics",2.0
Ornithology; Forestry,"Atmospheric, Earth Science, Human Genetics and Genomics",2.0
Ornithology; Forestry,"Biology, Marine Biology and Ecology",2.0
Ornithology; Forestry,"Biology, Marine Biology and Ecology, Human Genetics and Genomics, Arctic Biology, Biology and Wildlife",34.0
Ornithology; Forestry,Biology and Wildlife,4.0
Ornithology; Forestry,Museum,2.0
Ornithology; Forestry,Biology,70.0
Ornithology; Forestry,Arid Zone Research,2.0
Ornithology; Forestry,Zoology,34.0
Ornithology; Forestry,Natural Science,64.0
Ornithology; Forestry,Biology and Wildlife; Biological Sciences,2.0
Ornithology; Forestry,Biology and Wildlife; Biology,2.0
Ornithology; Forestry,"Biology; Marine Biology and Ecology; Human Genetics and Genomics; Biology; Biodiversity, Animal Health and Comparative Medicine",2.0
Ornithology; Forestry,"Biodiversity, Animal Health and Comparative Medicine",2.0
Ornithology; Forestry,Marine and Antarctic Studies,2.0
Ornithology; Forestry,Ecology,2.0
Ornithology; Forestry,Biosciences,4.0
Ornithology; Forestry,Ornithology,4.0
Ornithology; Forestry,Zoology; Integrative Biology,2.0
"Molecular Sciences, Organic Solids, Chemistry","Flexible Electronics, Advanced Materials",36.0
"Molecular Sciences, Organic Solids, Chemistry",Chemistry and Chemical Engineering,24.0
"Molecular Sciences, Organic Solids, Chemistry",Physics,24.0
"Molecular Sciences, Organic Solids, Chemistry",Materials Science and Engineering,10.0
"Molecular Sciences, Organic Solids, Chemistry",Chemical Science,126.0
"Molecular Sciences, Organic Solids, Chemistry",Chemistry,14.0
"Molecular Sciences, Organic Solids, Chemistry","Chemistry, Chemical Engineering, Materials Science",14.0
"Anesthesiology, Pharmacology, Physiology & Neuroscience",Anatomy,24.0
"Anesthesiology, Pharmacology, Physiology & Neuroscience",Clinical Medicine,4.0
"Anesthesiology, Pharmacology, Physiology & Neuroscience",Systems Medicine in Inflammatory Diseases,2.0
Chemical Separations,Chemical Sciences,6.0
Chemical Separations,Chemistry,8.0
Chemical Separations,Manufacturing Sciences,2.0
Chemical Separations,Chemical Systems,2.0
Mitochondrial and Epigenomic Medicine,Critical Care Medicine,24.0
Mitochondrial and Epigenomic Medicine,Immunology,18.0
Mitochondrial and Epigenomic Medicine,Pediatric Sepsis,12.0
Mitochondrial and Epigenomic Medicine,Human Genetics,6.0
Mitochondrial and Epigenomic Medicine,Chemistry,12.0
Mitochondrial and Epigenomic Medicine,Systems Pharmacology and Translational Therapeutics,6.0
Mitochondrial and Epigenomic Medicine,Cancer Immunotherapy,6.0
Mitochondrial and Epigenomic Medicine,Allergy and Immunology,6.0
Economic Institute,Economics,4.0
Economic Institute,Economic Studies,2.0
Economic Institute,Irrigation and Agricultural Mechanization Engineers,10.0
Medical Safety Science,Analytical Chemistry,2.0
Medical Safety Science,Clinical Oncology,4.0
Medical Safety Science,Digestive and General Surgery,6.0
Mathematics and Sub-Atomic Physics,Astroparticle and Cosmology,10.0
Mathematics and Sub-Atomic Physics,Astrophysics and Cosmic Physics,2.0
Mathematics and Sub-Atomic Physics,Nuclear Physics,52.0
Mathematics and Sub-Atomic Physics,Astronomy and Astrophysics,6.0
Mathematics and Sub-Atomic Physics,Experimental Physics,4.0
Mathematics and Sub-Atomic Physics,Technology,4.0
Mathematics and Sub-Atomic Physics,Physics,22.0
Mathematics and Sub-Atomic Physics,Optics,2.0
Mathematics and Sub-Atomic Physics,Space Science,4.0
Mathematics and Sub-Atomic Physics,Cosmic Ray Research,2.0
Mathematics and Sub-Atomic Physics,Nuclear Research,4.0
Mathematics and Sub-Atomic Physics,Astronomy,2.0
Fisheries Resource Harvest and Post-Harvest Management,Fisheries Resource Management,30.0
Fisheries Resource Harvest and Post-Harvest Management,"Fisheries Extension, Economics and Statistics",6.0
Fisheries Resource Harvest and Post-Harvest Management,Aquatic Environment Management,6.0
Fisheries Resource Harvest and Post-Harvest Management,Extension and Social Sciences,6.0
Cancer Prevention and Therapy Combining Traditional Chinese and Western Medicine,Clinical Medicine,12.0
Cancer Prevention and Therapy Combining Traditional Chinese and Western Medicine,Gastrointestinal Surgery,2.0
Cancer Prevention and Therapy Combining Traditional Chinese and Western Medicine,Integrated Traditional Chinese and Western Medicine,8.0
Cancer Prevention and Therapy Combining Traditional Chinese and Western Medicine,Medical Imaging,2.0
Cancer Prevention and Therapy Combining Traditional Chinese and Western Medicine,Abdominal Surgery,2.0
Peptide Chemistry,"Applied Organic Chemistry  
Chemistry",4.0
Peptide Chemistry,Pharmacology,8.0
Peptide Chemistry,Vascular Surgery,4.0
Peptide Chemistry,Vascular Translational Science,10.0
Peptide Chemistry,Medical Sciences,4.0
Peptide Chemistry,Cardiology,2.0
Molecular Medicine and Pathology,Chemistry and Biochemistry,4.0
Molecular Medicine and Pathology,Cancer Research,2.0
Molecular Medicine and Pathology,Pharmacology and Clinical Pharmacology,2.0
"Atmospheric Processes, Architecture, Civil & Environmental Engineering","Architecture, Civil and Environmental Engineering",8.0
"Atmospheric Processes, Architecture, Civil & Environmental Engineering",Environmental and Resource Engineering,4.0
"Atmospheric Processes, Architecture, Civil & Environmental Engineering","Energy, Environment and Water Research Center",2.0
"Atmospheric Processes, Architecture, Civil & Environmental Engineering",Chemistry,2.0
Soil and Water Management and Conservation,Soils,8.0
Soil and Water Management and Conservation,Soil Science,8.0
Power Engineering and Gas Heating Systems,Energy Transfer,2.0
Power Engineering and Gas Heating Systems,Nuclear Research,2.0
Military Training and Scientific Center of the Air Force,Technical University,8.0
"Medicine, Nutritionist",Dentistry,32.0
"Medicine, Nutritionist",Pathological Studies,96.0
"Medicine, Nutritionist",Care.,32.0
"Medicine, Nutritionist",Masticatory Muscle Hypertrophy,32.0
"Medicine, Nutritionist",Health area,32.0
Transfusion Medicine,Medical,2.0
Transfusion Medicine,Haematology,2.0
Transfusion Medicine,Gynae & Obstatrics,2.0
Transfusion Medicine,Community Medicine,2.0
Transfusion Medicine,Immunohematology and Blood Transfusion,4.0
Transfusion Medicine,Transfusion Medicine and Immunology,8.0
Transfusion Medicine,Nephrology,8.0
Transfusion Medicine,Transplant Surgery,4.0
Transfusion Medicine,Anesthesiology and Perioperative Medicine,152.0
Transfusion Medicine,Quantitative Health Sciences,64.0
Transfusion Medicine,Anesthesiology,8.0
Transfusion Medicine,Pathology and Immunology,8.0
Transfusion Medicine,Cardiovascular Medicine,48.0
Transfusion Medicine,Laboratory Medicine and Pathology,24.0
Transfusion Medicine,Molecular Microbiology and Immunology,8.0
Transfusion Medicine,Epidemiology and Biostatistics,8.0
Transfusion Medicine,Pediatrics and Human Development,8.0
Transfusion Medicine,Pathology,8.0
Transfusion Medicine,Medicine,16.0
Transfusion Medicine,Biologics Evaluation and Research,16.0
Transfusion Medicine,Systems and Computational Biology,8.0
Transfusion Medicine,Pulmonary and Critical Care Medicine,8.0
Transfusion Medicine,Infectious Diseases,136.0
Transfusion Medicine,Sustainability,8.0
Transfusion Medicine,Kinesiology,8.0
Transfusion Medicine,Cancer Treatment and Diagnosis,26.0
Transfusion Medicine,Oncology,26.0
Transfusion Medicine,Surgery,26.0
Transfusion Medicine,Genitourinary Malignancies,52.0
Transfusion Medicine,Sexual Health,16.0
Transfusion Medicine,Ophthalmology,36.0
Transfusion Medicine,Eye Research,16.0
Transfusion Medicine,Information Technology,16.0
Transfusion Medicine,Neuroanaesthesiology and critical care,4.0
Transfusion Medicine,Immunohaematology and Blood Transfusion,4.0
Transfusion Medicine,Neuroanaesthesia,4.0
Transfusion Medicine,Neuroanesthesia and Critical Care,4.0
Transfusion Medicine,Community Ophthalmology,4.0
Transfusion Medicine,Pharmacology,4.0
Business and Informatics,Accounting,2.0
Biochemistry and Molecular Medicine,Translational Research,6.0
Biochemistry and Molecular Medicine,Clinical Research,12.0
Biochemistry and Molecular Medicine,Oncology,12.0
Biochemistry and Molecular Medicine,Biobanks,6.0
Biochemistry and Molecular Medicine,Chemical and Biotechnological Drugs,6.0
Biochemistry and Molecular Medicine,Biomedical Engineering,8.0
Biochemistry and Molecular Medicine,Materials Science and Nanotechnology,4.0
Biochemistry and Molecular Medicine,Civil Engineering,2.0
Biochemistry and Molecular Medicine,Ophthalmology,2.0
Functional Membrane Materials,Mechanical and Electrical Engineering,2.0
Functional Membrane Materials,Automotive Engineering,6.0
Functional Membrane Materials,Electric Vehicles,2.0
Functional Membrane Materials,Materials Science and Engineering,2.0
Pharmacology and Experimental Toxicology,Pharmacy,4.0
Microbial Genetic Resources,Biology,2.0
Microbial Genetic Resources,Molecular Biology and Genetics,2.0
Microbial Genetic Resources,Genetics,2.0
Microbial Genetic Resources,"Microbial Resource, Cell Science",2.0
Microbial Genetic Resources,Ecological Sciences,4.0
Microbial Genetic Resources,Ecology and Evolutionary Biology,2.0
Microbial Genetic Resources,Biotechnology,2.0
Microbial Genetic Resources,Ecosystems and Environment Research,2.0
Microbial Genetic Resources,Microbiology and Immunology,2.0
Microbial Genetic Resources,Microbiology,2.0
Microbial Genetic Resources,Microbiology and Genetics,4.0
Microbial Genetic Resources,Microbial Monitoring,2.0
Microbial Genetic Resources,Crop Science,2.0
Microbial Genetic Resources,Health Sciences,2.0
Microbial Genetic Resources,Tropical and Mediterranean Symbioses,4.0
Microbial Genetic Resources,Plant Sciences,2.0
Microbial Genetic Resources,Botany,2.0
Microbial Genetic Resources,Plant-Microorganism Interaction,2.0
Microbial Genetic Resources,Biological Sciences,4.0
Microbial Genetic Resources,Mathematics and Experimental Sciences,2.0
Microbial Genetic Resources,Microbial Prospection,2.0
Biotechnologies,Laboratory Medicine,6.0
Biotechnologies,Medicine,10.0
Biotechnologies,Polymers and Bioresources,20.0
Biotechnologies,Biology,4.0
Biotechnologies,Cellular and Molecular Biology,12.0
Business Administration in Foreign Languages,Finance and Accounting,16.0
Business Administration in Foreign Languages,Engineering and Management,8.0
Chemical Technology and Engineering,Mechanical Engineering and Mechatronics,6.0
Chemical Technology and Engineering,Technology Development,2.0
Chemical Technology and Engineering,Mechanics and Fundamentals of Machine Design,2.0
Statistics and Data Center,Pediatrics,24.0
Statistics and Data Center,Future Medicine,4.0
Statistics and Data Center,Precision Medicine,4.0
Statistics and Data Center,Gynecology and Gynecological Oncology,6.0
Statistics and Data Center,Breast and Colorectal Cancer,8.0
